epoch,batch,train_loss,train_accuracy
3,154,0.66078717,0.65625
3,155,0.8466639,0.40625
3,156,0.7486588,0.59375
3,157,0.72928244,0.53125
3,158,0.5201618,0.8125
3,159,0.65789133,0.5625
3,160,0.56301296,0.6875
3,161,0.5736516,0.5625
3,162,0.58815676,0.6875
3,163,0.5541972,0.75
3,164,0.6226182,0.625
3,165,0.6227244,0.5625
3,166,0.66400915,0.5625
3,167,0.7144517,0.65625
3,168,0.5704256,0.71875
3,169,0.5535703,0.71875
3,170,0.517198,0.875
3,171,0.66768295,0.625
3,172,0.6106726,0.6875
3,173,0.6164513,0.59375
3,174,0.69875264,0.53125
3,175,0.5060548,0.8125
3,176,0.7694655,0.59375
3,177,0.54921335,0.6875
3,178,0.59048444,0.6875
3,179,0.65707797,0.625
3,180,0.6075381,0.65625
3,181,0.5962154,0.6875
3,182,0.65320146,0.65625
3,183,0.6291953,0.65625
3,184,0.6132629,0.625
3,185,0.6963314,0.59375
3,186,0.62623185,0.65625
3,187,0.6966044,0.5625
3,188,0.72449136,0.53125
3,189,0.66819406,0.6875
3,190,0.6306423,0.5625
3,191,0.64906335,0.5625
3,192,0.66778296,0.5217391304347826
4,193,0.5597881,0.71875
4,194,0.6215659,0.625
4,195,0.5357335,0.75
4,196,0.77839035,0.71875
4,197,0.6490406,0.71875
4,198,0.55497044,0.625
4,199,0.6216194,0.71875
4,200,0.7309574,0.59375
4,201,0.6380732,0.625
4,202,0.64159566,0.625
4,203,0.64646894,0.625
4,204,0.66284263,0.5
4,205,0.6077947,0.6875
4,206,0.6284852,0.625
4,207,0.4981891,0.8125
4,208,0.5298678,0.8125
4,209,0.51473296,0.75
4,210,0.5887144,0.59375
4,211,0.6289979,0.625
4,212,0.49396658,0.71875
4,213,0.67249423,0.71875
4,214,0.67892253,0.5
4,215,0.44599512,0.84375
4,216,0.6282873,0.59375
4,217,0.7535087,0.6875
4,218,0.62269795,0.5
4,219,0.71199864,0.5625
4,220,0.49629185,0.6875
4,221,0.72058547,0.5
4,222,0.59426343,0.625
4,223,0.63575,0.6875
4,224,0.64353627,0.5625
4,225,0.6023442,0.625
4,226,0.59555745,0.5625
4,227,0.6453433,0.5625
4,228,0.7287657,0.5625
4,229,0.56570077,0.65625
4,230,0.65651715,0.625
4,231,0.64816,0.53125
4,232,0.5408451,0.8125
4,233,0.6203413,0.625
4,234,0.66159034,0.65625
4,235,0.59361374,0.65625
4,236,0.5820757,0.78125
4,237,0.5453228,0.71875
4,238,0.55748355,0.6875
4,239,0.6043866,0.59375
4,240,0.6634128,0.5625
4,241,0.58843154,0.78125
4,242,0.5491951,0.75
4,243,0.5185298,0.75
4,244,0.48993716,0.84375
4,245,0.75582093,0.5625
4,246,0.6360704,0.6875
4,247,0.5243508,0.78125
4,248,0.68468547,0.59375
4,249,0.5785454,0.625
4,250,0.4921898,0.8125
4,251,0.54015976,0.71875
4,252,0.64351463,0.625
4,253,0.6993153,0.53125
4,254,0.5522794,0.6875
4,255,0.68194747,0.65625
4,256,0.75130594,0.5217391304347826
5,257,0.5770932,0.65625
5,258,0.5773597,0.71875
5,259,0.5683292,0.71875
5,260,0.73254216,0.46875
5,261,0.67625165,0.625
5,262,0.6479575,0.5625
5,263,0.5924601,0.65625
5,264,0.64162046,0.6875
5,265,0.5392195,0.6875
5,266,0.5782286,0.6875
5,267,0.6717105,0.6875
5,268,0.5667026,0.6875
5,269,0.63544863,0.71875
5,270,0.5689254,0.6875
5,271,0.5676926,0.71875
5,272,0.5489845,0.71875
5,273,0.6824434,0.5625
5,274,0.60959303,0.59375
5,275,0.70531607,0.71875
5,276,0.52835816,0.78125
5,277,0.5439009,0.78125
5,278,0.62165034,0.71875
5,279,0.58037955,0.75
5,280,0.77586055,0.4375
5,281,0.62190014,0.59375
5,282,0.5962585,0.75
5,283,0.56830734,0.75
5,284,0.6244829,0.65625
5,285,0.6476318,0.625
5,286,0.6408936,0.65625
5,287,0.57446873,0.65625
5,288,0.6703243,0.6875
5,289,0.62506235,0.5625
5,290,0.5912429,0.625
5,291,0.5960171,0.71875
5,292,0.6292543,0.625
5,293,0.76947093,0.5625
5,294,0.52269566,0.71875
5,295,0.676859,0.75
5,296,0.59072036,0.625
5,297,0.65122944,0.65625
5,298,0.5145044,0.71875
5,299,0.70912826,0.5
5,300,0.5635451,0.71875
5,301,0.56388783,0.71875
5,302,0.68781143,0.625
5,303,0.55044466,0.78125
5,304,0.6563549,0.65625
5,305,0.5527227,0.6875
5,306,0.5437343,0.75
5,307,0.52686185,0.6875
5,308,0.55363464,0.6875
5,309,0.637373,0.6875
5,310,0.6086528,0.75
5,311,0.694106,0.53125
5,312,0.636139,0.53125
5,313,0.69444263,0.59375
5,314,0.5862875,0.6875
5,315,0.556802,0.65625
5,316,0.6745254,0.53125
5,317,0.5603848,0.6875
5,318,0.55637693,0.71875
5,319,0.51295567,0.6875
5,320,0.54539543,0.7391304347826086
6,321,0.5125929,0.78125
6,322,0.59303784,0.71875
6,323,0.4887076,0.75
6,324,0.5783409,0.6875
6,325,0.5706442,0.65625
6,326,0.5058824,0.6875
6,327,0.7368236,0.5625
6,328,0.7162137,0.53125
6,329,0.57973707,0.71875
6,330,0.655903,0.625
6,331,0.54732805,0.8125
6,332,0.5534506,0.65625
6,333,0.56377465,0.65625
6,334,0.5694904,0.65625
6,335,0.5731089,0.59375
6,336,0.5103682,0.75
6,337,0.6672952,0.59375
6,338,0.63978446,0.65625
6,339,0.5981572,0.65625
6,340,0.5542214,0.6875
6,341,0.63786536,0.5625
6,342,0.52392334,0.8125
6,343,0.4319399,0.875
6,344,0.6770301,0.5625
6,345,0.47283667,0.78125
6,346,0.48727474,0.84375
6,347,0.6012532,0.6875
6,348,0.64483297,0.53125
6,349,0.77434385,0.5625
6,350,0.5452865,0.78125
6,351,0.54278874,0.71875
6,352,0.58172536,0.625
6,353,0.5314394,0.6875
6,354,0.5180712,0.8125
6,355,0.53887415,0.71875
6,356,0.5705592,0.625
6,357,0.47244695,0.78125
6,358,0.59068865,0.78125
6,359,0.6088002,0.65625
6,360,0.5703103,0.6875
6,361,0.52281624,0.75
6,362,0.64009047,0.6875
6,363,0.4615649,0.78125
6,364,0.5842113,0.71875
6,365,0.7149015,0.59375
6,366,0.6422645,0.5
6,367,0.5140467,0.75
6,368,0.57791436,0.65625
6,369,0.54249084,0.6875
6,370,0.5198069,0.6875
6,371,0.6004968,0.5625
6,372,0.54981667,0.65625
6,373,0.77641934,0.59375
6,374,0.6095653,0.65625
6,375,0.5140064,0.65625
6,376,0.5156203,0.84375
6,377,0.5168913,0.84375
6,378,0.6623346,0.5625
6,379,0.5579996,0.65625
6,380,0.62157565,0.625
6,381,0.5531326,0.71875
6,382,0.57566804,0.71875
6,383,0.5140092,0.84375
6,384,0.65553564,0.5652173913043478
7,385,0.46684167,0.78125
7,386,0.630627,0.625
7,387,0.522715,0.6875
7,388,0.5200492,0.71875
7,389,0.4388354,0.875
7,390,0.6758151,0.65625
7,391,0.6303669,0.625
7,392,0.62558776,0.625
7,393,0.44745108,0.6875
7,394,0.5869645,0.78125
7,395,0.52682865,0.78125
7,396,0.53624105,0.6875
7,397,0.49154484,0.8125
7,398,0.62417626,0.5625
7,399,0.6025021,0.65625
7,400,0.5010497,0.75
7,401,0.51711655,0.71875
7,402,0.60866463,0.5625
7,403,0.5185584,0.78125
7,404,0.5264529,0.75
7,405,0.66741663,0.71875
7,406,0.6184843,0.59375
7,407,0.58267057,0.84375
7,408,0.6624851,0.625
7,409,0.56244975,0.71875
7,410,0.46202245,0.8125
7,411,0.51337904,0.71875
7,412,0.46537676,0.75
7,413,0.5373045,0.78125
7,414,0.6442141,0.59375
7,415,0.5720228,0.71875
7,416,0.5181287,0.71875
7,417,0.5664959,0.6875
7,418,0.5029646,0.75
7,419,0.52964085,0.71875
7,420,0.5256475,0.75
7,421,0.6935753,0.625
7,422,0.7426796,0.59375
7,423,0.57483625,0.8125
7,424,0.5298253,0.65625
7,425,0.5937395,0.6875
7,426,0.5238371,0.6875
7,427,0.5867625,0.6875
7,428,0.5991406,0.625
7,429,0.70186186,0.625
7,430,0.5469272,0.65625
7,431,0.51773244,0.71875
7,432,0.73110217,0.59375
7,433,0.67872435,0.65625
7,434,0.66553104,0.59375
7,435,0.60889953,0.59375
7,436,0.5323798,0.71875
7,437,0.58550227,0.71875
7,438,0.7787536,0.625
7,439,0.52565646,0.6875
7,440,0.48941556,0.75
7,441,0.44450372,0.75
7,442,0.73563045,0.59375
7,443,0.65667385,0.59375
7,444,0.5915606,0.6875
7,445,0.68977386,0.65625
7,446,0.4578395,0.8125
7,447,0.64033735,0.65625
7,448,0.6926886,0.6956521739130435
8,449,0.5039486,0.75
8,450,0.49984345,0.71875
8,451,0.5416559,0.65625
8,452,0.52378803,0.71875
8,453,0.5563582,0.75
8,454,0.5300753,0.65625
8,455,0.4805333,0.78125
8,456,0.7278739,0.53125
8,457,0.6579609,0.5625
8,458,0.51327926,0.8125
8,459,0.60364395,0.65625
8,460,0.5816099,0.65625
8,461,0.66253614,0.59375
8,462,0.54169863,0.75
8,463,0.6049897,0.71875
8,464,0.5785439,0.59375
8,465,0.48702237,0.71875
8,466,0.6037204,0.71875
8,467,0.5166736,0.71875
8,468,0.6296665,0.625
8,469,0.62740386,0.53125
8,470,0.65692705,0.5625
8,471,0.47454095,0.71875
8,472,0.48314968,0.8125
8,473,0.5509103,0.65625
8,474,0.5558838,0.71875
8,475,0.5709414,0.71875
8,476,0.51663774,0.75
8,477,0.6839345,0.6875
8,478,0.6490038,0.71875
8,479,0.58659476,0.65625
8,480,0.5033017,0.78125
8,481,0.5553491,0.75
8,482,0.5543566,0.78125
8,483,0.64775616,0.6875
8,484,0.508888,0.75
8,485,0.55152136,0.59375
8,486,0.50773376,0.6875
8,487,0.5303064,0.78125
8,488,0.5162669,0.71875
8,489,0.4895579,0.84375
8,490,0.57973444,0.6875
8,491,0.5492524,0.78125
8,492,0.52887243,0.6875
8,493,0.42175484,0.875
8,494,0.50311923,0.71875
8,495,0.5855995,0.75
8,496,0.46211642,0.78125
8,497,0.4999305,0.78125
8,498,0.5946965,0.71875
8,499,0.51841426,0.8125
8,500,0.5170332,0.78125
8,501,0.58113426,0.78125
8,502,0.7613784,0.53125
8,503,0.5460848,0.71875
8,504,0.46752194,0.8125
8,505,0.5298156,0.6875
8,506,0.6656295,0.5625
8,507,0.46682638,0.6875
8,508,0.43217522,0.78125
8,509,0.41779348,0.78125
8,510,0.51741755,0.6875
8,511,0.50112003,0.78125
8,512,0.47947663,0.8695652173913043
9,513,0.48763713,0.8125
9,514,0.66545534,0.625
9,515,0.46624723,0.6875
9,516,0.48203495,0.6875
9,517,0.58283067,0.75
9,518,0.5273216,0.6875
9,519,0.57892734,0.65625
9,520,0.641264,0.59375
9,521,0.37733242,0.78125
9,522,0.6004963,0.625
9,523,0.5418796,0.59375
9,524,0.4603494,0.71875
9,525,0.48033983,0.78125
9,526,0.5156082,0.6875
9,527,0.39925686,0.84375
9,528,0.5604786,0.5625
9,529,0.6455587,0.75
9,530,0.5671679,0.75
9,531,0.6193145,0.625
9,532,0.47898254,0.8125
9,533,0.58982927,0.78125
9,534,0.55867785,0.625
9,535,0.67369634,0.59375
9,536,0.4900291,0.6875
9,537,0.6455111,0.625
9,538,0.5928753,0.59375
9,539,0.5047421,0.71875
9,540,0.52142924,0.625
9,541,0.67030644,0.625
9,542,0.60597044,0.625
9,543,0.59316605,0.65625
9,544,0.56171906,0.71875
9,545,0.47446775,0.84375
9,546,0.56845915,0.625
9,547,0.5940658,0.71875
9,548,0.43029857,0.78125
9,549,0.51875716,0.75
9,550,0.50432074,0.75
9,551,0.5264378,0.71875
9,552,0.5984379,0.6875
9,553,0.5368438,0.6875
9,554,0.6245197,0.59375
9,555,0.68910986,0.65625
9,556,0.6390075,0.6875
9,557,0.58817995,0.6875
9,558,0.5154492,0.65625
9,559,0.56164724,0.6875
9,560,0.5463933,0.75
9,561,0.63691854,0.625
9,562,0.5428083,0.6875
9,563,0.48971277,0.75
9,564,0.56482923,0.65625
9,565,0.6370391,0.59375
9,566,0.49219432,0.78125
9,567,0.7507839,0.65625
9,568,0.5552609,0.625
9,569,0.6540054,0.6875
9,570,0.53771764,0.75
9,571,0.5908271,0.65625
9,572,0.48637554,0.84375
9,573,0.55288297,0.625
9,574,0.50370955,0.875
9,575,0.5343214,0.71875
9,576,0.62138337,0.6521739130434783
10,577,0.5689425,0.625
10,578,0.47940218,0.71875
10,579,0.43560764,0.90625
10,580,0.4305846,0.8125
10,581,0.5217251,0.78125
10,582,0.5804459,0.65625
10,583,0.4433999,0.875
10,584,0.77849454,0.59375
10,585,0.4741496,0.75
10,586,0.6260665,0.625
10,587,0.5263505,0.65625
10,588,0.5152634,0.84375
10,589,0.45613968,0.75
10,590,0.56843066,0.71875
10,591,0.5681617,0.65625
10,592,0.5352099,0.75
10,593,0.50464326,0.75
10,594,0.4545774,0.75
10,595,0.53190285,0.75
10,596,0.48723048,0.78125
10,597,0.5332652,0.65625
10,598,0.60238636,0.65625
10,599,0.38236773,0.90625
10,600,0.45051667,0.84375
10,601,0.69243413,0.6875
10,602,0.65397674,0.65625
10,603,0.47221467,0.71875
10,604,0.42867374,0.8125
10,605,0.58666927,0.78125
10,606,0.607769,0.71875
10,607,0.48399588,0.8125
10,608,0.4933306,0.75
10,609,0.5868846,0.625
10,610,0.46427858,0.78125
10,611,0.6818587,0.65625
10,612,0.54862905,0.71875
10,613,0.6251376,0.71875
10,614,0.59314334,0.625
10,615,0.6524715,0.625
10,616,0.53387773,0.75
10,617,0.54941833,0.65625
10,618,0.53074044,0.78125
10,619,0.7032873,0.625
10,620,0.5586578,0.65625
10,621,0.60951835,0.65625
10,622,0.61746776,0.625
10,623,0.5958931,0.6875
10,624,0.5461959,0.6875
10,625,0.52130646,0.78125
10,626,0.43909344,0.84375
10,627,0.5751017,0.625
10,628,0.5120304,0.6875
10,629,0.5696527,0.71875
10,630,0.6703888,0.59375
10,631,0.5942765,0.5625
10,632,0.54371,0.78125
10,633,0.48554444,0.71875
10,634,0.46598974,0.84375
10,635,0.46779498,0.71875
10,636,0.44296992,0.90625
10,637,0.59544325,0.625
10,638,0.4530303,0.8125
10,639,0.5613203,0.6875
10,640,0.6852144,0.5652173913043478
11,641,0.56098145,0.65625
11,642,0.6154403,0.625
11,643,0.4813172,0.78125
11,644,0.40439755,0.84375
11,645,0.43795317,0.875
11,646,0.63316077,0.53125
11,647,0.69287103,0.5625
11,648,0.60086024,0.6875
11,649,0.53478265,0.78125
11,650,0.49276778,0.78125
11,651,0.595737,0.6875
11,652,0.56024706,0.5625
11,653,0.4122216,0.8125
11,654,0.54933435,0.78125
11,655,0.43698153,0.8125
11,656,0.5183078,0.71875
11,657,0.37907228,0.875
11,658,0.42080736,0.8125
11,659,0.48637763,0.75
11,660,0.6604184,0.5
11,661,0.5461615,0.75
11,662,0.39531744,0.84375
11,663,0.61200297,0.6875
11,664,0.58000803,0.625
11,665,0.49127766,0.75
11,666,0.39531574,0.84375
11,667,0.5836955,0.6875
11,668,0.52218556,0.78125
11,669,0.4735352,0.71875
11,670,0.4236783,0.84375
11,671,0.46692905,0.71875
11,672,0.6678506,0.53125
11,673,0.40676188,0.78125
11,674,0.61558044,0.75
11,675,0.5394411,0.71875
11,676,0.47701994,0.75
11,677,0.49622312,0.65625
11,678,0.61788046,0.65625
11,679,0.6020454,0.625
11,680,0.43110496,0.8125
11,681,0.5449088,0.6875
11,682,0.5780665,0.59375
11,683,0.47821268,0.75
11,684,0.5963444,0.65625
11,685,0.5923629,0.625
11,686,0.5528287,0.65625
11,687,0.5865689,0.71875
11,688,0.47537997,0.78125
11,689,0.46647024,0.84375
11,690,0.48948574,0.78125
11,691,0.5117323,0.75
11,692,0.42696512,0.78125
11,693,0.4798011,0.71875
11,694,0.6609029,0.625
11,695,0.5587918,0.625
11,696,0.5372481,0.5625
11,697,0.49969414,0.8125
11,698,0.6099984,0.5625
11,699,0.63296694,0.59375
11,700,0.64136446,0.6875
11,701,0.55497146,0.75
11,702,0.5727383,0.65625
11,703,0.50508964,0.78125
11,704,0.43109542,0.782608695652174
12,705,0.42334172,0.8125
12,706,0.4676356,0.71875
12,707,0.53515893,0.71875
12,708,0.5319366,0.78125
12,709,0.5969746,0.65625
12,710,0.5607116,0.625
12,711,0.42793044,0.78125
12,712,0.42966422,0.875
12,713,0.5345127,0.84375
12,714,0.41895795,0.8125
12,715,0.43109235,0.78125
12,716,0.48234555,0.71875
12,717,0.51740915,0.6875
12,718,0.5365811,0.6875
12,719,0.58172727,0.65625
12,720,0.63383955,0.65625
12,721,0.52999496,0.8125
12,722,0.57392806,0.6875
12,723,0.59864956,0.75
12,724,0.4468106,0.875
12,725,0.53016216,0.71875
12,726,0.44342747,0.875
12,727,0.51376945,0.6875
12,728,0.6004239,0.625
12,729,0.62603146,0.625
12,730,0.6088994,0.6875
12,731,0.44872168,0.78125
12,732,0.6124003,0.625
12,733,0.48620605,0.78125
12,734,0.38151124,0.875
12,735,0.48671243,0.75
12,736,0.5532793,0.59375
12,737,0.5838835,0.71875
12,738,0.42399165,0.84375
12,739,0.45815375,0.75
12,740,0.4935773,0.71875
12,741,0.64178187,0.5625
12,742,0.39975047,0.84375
12,743,0.46291515,0.78125
12,744,0.44258192,0.8125
12,745,0.63371074,0.71875
12,746,0.50173885,0.71875
12,747,0.57060623,0.71875
12,748,0.43885186,0.84375
12,749,0.54004043,0.71875
12,750,0.59837705,0.6875
12,751,0.60179263,0.65625
12,752,0.5770803,0.65625
12,753,0.57123506,0.75
12,754,0.44455487,0.8125
12,755,0.5274461,0.78125
12,756,0.5262853,0.78125
12,757,0.46053952,0.84375
12,758,0.5410453,0.6875
12,759,0.5173553,0.75
12,760,0.41763607,0.8125
12,761,0.4905291,0.84375
12,762,0.6098341,0.65625
12,763,0.34969905,0.8125
12,764,0.71320456,0.5625
12,765,0.58380437,0.71875
12,766,0.5681615,0.6875
12,767,0.5292063,0.6875
12,768,0.5116485,0.782608695652174
13,769,0.49647188,0.8125
13,770,0.44195032,0.8125
13,771,0.5553882,0.6875
13,772,0.60467976,0.65625
13,773,0.647534,0.71875
13,774,0.42283198,0.8125
13,775,0.49447152,0.71875
13,776,0.47926977,0.8125
13,777,0.5885045,0.75
13,778,0.6552924,0.625
13,779,0.66588736,0.59375
13,780,0.59389514,0.65625
13,781,0.42948407,0.8125
13,782,0.6222824,0.65625
13,783,0.5332999,0.6875
13,784,0.5365104,0.71875
13,785,0.48619816,0.78125
13,786,0.6258895,0.59375
13,787,0.43897223,0.84375
13,788,0.43383464,0.875
13,789,0.46562943,0.78125
13,790,0.46749502,0.75
13,791,0.52708495,0.75
13,792,0.5436902,0.59375
13,793,0.5365453,0.75
13,794,0.49695134,0.8125
13,795,0.39799285,0.84375
13,796,0.43328235,0.84375
13,797,0.4732292,0.75
13,798,0.55181825,0.65625
13,799,0.59617245,0.75
13,800,0.55320984,0.625
13,801,0.50820404,0.625
13,802,0.35034007,0.875
13,803,0.52445495,0.71875
13,804,0.5910877,0.6875
13,805,0.5264912,0.71875
13,806,0.49706265,0.71875
13,807,0.5566919,0.71875
13,808,0.42228448,0.8125
13,809,0.407071,0.75
13,810,0.46154404,0.6875
13,811,0.45012605,0.84375
13,812,0.6257231,0.65625
13,813,0.36095738,0.84375
13,814,0.384546,0.8125
13,815,0.4946515,0.75
13,816,0.696841,0.5
13,817,0.5488606,0.5625
13,818,0.5085933,0.8125
13,819,0.42170727,0.6875
13,820,0.59029293,0.71875
13,821,0.47285113,0.78125
13,822,0.50568235,0.75
13,823,0.48194778,0.875
13,824,0.4945327,0.875
13,825,0.5875961,0.65625
13,826,0.46103284,0.78125
13,827,0.55840725,0.78125
13,828,0.45201486,0.75
13,829,0.49249354,0.6875
13,830,0.45805216,0.78125
13,831,0.5974592,0.6875
13,832,0.56783724,0.7391304347826086
14,833,0.46515408,0.84375
14,834,0.43318957,0.84375
14,835,0.5048782,0.6875
14,836,0.4200855,0.84375
14,837,0.42229778,0.75
14,838,0.47757,0.8125
14,839,0.4830681,0.84375
14,840,0.4218346,0.84375
14,841,0.5685113,0.65625
14,842,0.57620865,0.625
14,843,0.6007103,0.6875
14,844,0.5699796,0.78125
14,845,0.48196077,0.78125
14,846,0.51449597,0.71875
14,847,0.51111865,0.75
14,848,0.5129247,0.8125
14,849,0.45957416,0.8125
14,850,0.5022115,0.75
14,851,0.4113647,0.78125
14,852,0.65492374,0.625
14,853,0.36693984,0.875
14,854,0.48866847,0.8125
14,855,0.534407,0.75
14,856,0.562839,0.71875
14,857,0.40651533,0.8125
14,858,0.40092322,0.84375
14,859,0.55066156,0.71875
14,860,0.44586095,0.75
14,861,0.40898225,0.84375
14,862,0.6687712,0.65625
14,863,0.4512723,0.78125
14,864,0.5559272,0.71875
14,865,0.5382018,0.75
14,866,0.44311008,0.75
14,867,0.551126,0.71875
14,868,0.47535786,0.75
14,869,0.4901674,0.71875
14,870,0.35490474,0.84375
14,871,0.4816911,0.75
14,872,0.50836694,0.65625
14,873,0.35170898,0.875
14,874,0.4057763,0.8125
14,875,0.49205157,0.75
14,876,0.59619194,0.65625
14,877,0.61591816,0.75
14,878,0.6802518,0.625
14,879,0.50175387,0.78125
14,880,0.45781603,0.71875
14,881,0.63086295,0.5625
14,882,0.5612755,0.71875
14,883,0.59811044,0.65625
14,884,0.63929564,0.625
14,885,0.41995838,0.90625
14,886,0.59139675,0.6875
14,887,0.6243094,0.625
14,888,0.49363223,0.78125
14,889,0.5572985,0.75
14,890,0.5163516,0.75
14,891,0.52757674,0.75
14,892,0.46683267,0.8125
14,893,0.45877206,0.71875
14,894,0.63218737,0.71875
14,895,0.48718223,0.8125
14,896,0.44528794,0.782608695652174
15,897,0.70913243,0.65625
15,898,0.4221356,0.84375
15,899,0.42726785,0.84375
15,900,0.53077865,0.75
15,901,0.4456967,0.8125
15,902,0.4468894,0.71875
15,903,0.52875984,0.625
15,904,0.4547602,0.71875
15,905,0.44584858,0.71875
15,906,0.47008446,0.71875
15,907,0.44644073,0.84375
15,908,0.39728555,0.875
15,909,0.57862574,0.6875
15,910,0.46452266,0.75
15,911,0.42684788,0.78125
15,912,0.5106784,0.71875
15,913,0.5072961,0.78125
15,914,0.5688307,0.71875
15,915,0.61312383,0.6875
15,916,0.51948595,0.6875
15,917,0.5847631,0.78125
15,918,0.53317004,0.75
15,919,0.44834468,0.6875
15,920,0.47722876,0.78125
15,921,0.52157104,0.65625
15,922,0.5957706,0.65625
15,923,0.4393754,0.8125
15,924,0.449824,0.84375
15,925,0.61941963,0.59375
15,926,0.43014264,0.8125
15,927,0.6005423,0.6875
15,928,0.54241973,0.8125
15,929,0.55845594,0.65625
15,930,0.45849892,0.84375
15,931,0.45862207,0.75
15,932,0.42967007,0.84375
15,933,0.5013328,0.6875
15,934,0.6854413,0.5625
15,935,0.5424552,0.71875
15,936,0.57529217,0.65625
15,937,0.47904122,0.71875
15,938,0.51247174,0.65625
15,939,0.4660077,0.78125
15,940,0.5763016,0.65625
15,941,0.62583023,0.6875
15,942,0.4272566,0.8125
15,943,0.5115989,0.75
